id,year,majortopic,subtopic,description,filter_eu,var2,var3,var5,day,month,var15,var17,var18,var98_questionname,calendar_year,var14
199530,2016,13,1302,"Hvornår mener ministeren, at kontanthjælpsmodtagere i Danmark burde have forstået, at de skulle have kigget sig om efter en billigere bolig?",0,92,920126,32,21,10,,1302,,,2016,10/21/2016
199529,2016,12,1201,"Hvordan vil ministeren sikre borgernes tryghed i forhold til nærpolitiindsatsen, således at den bliver bevaret i havnebyer som Hirtshals og især Skagen, der kun er tilgængelig fra den ene side, nemlig fra landevejen?",0,92,920125,6,21,10,,1201,,,2016,10/21/2016
199532,2016,7,701,"Mener ministeren, at det er hensigtsmæssigt, at blot én klage fra en husejer kan stoppe et kystsikringsprojekt, der involverer flere kommuner og et halvt tusinde husejere, med den konsekvens at den næste stormsæson kan medføre nye stormskader for de berørte husejere?",0,92,920128,9,21,10,,710,,,2016,10/21/2016
199533,2016,7,701,,0,92,920129,9,21,10,,710,,,2016,10/21/2016
199531,2016,12,1201,"På baggrund af udenrigsministerens udtalelse til Politiken den 6. oktober 2016 om, at det ikke juridisk er muligt at finde grundlaget for at være helt og fuldt med i Europol, kan ministeren så redegøre for, om han mener, at andre mulige tilknytninger til Europol vil være tilfredsstillende for dansk politiarbejde?",0,92,920127,2,21,10,,1201,,,2016,10/21/2016
199528,2016,14,1406,"Mener ministeren, at det er ligetil for kontanthjælpsmodtagere at finde en bolig med en husleje på maksimalt 7.000 kr. om måneden i den kommune, som de bor i?",0,92,920124,32,21,10,,1406,,,2016,10/21/2016
199544,2016,6,601,"Anser ministeren det – idet der henvises til ministerens udtalelser til TV 2/Østjylland den 17.-18. oktober 2016 om de 20.000 udenlandske studerende på danske videregående uddannelser og de hvervekampagner, som gennemføres i en række østeuropæiske lande – for rimeligt, at danske skatteborgere skal betale de mange udlændinges uddannelser – ofte til ugunst for danske interesser?",0,92,920140,28,27,10,,601,,,2016,10/27/2016
199545,2016,23,2300,,0,92,920141,21,27,10,,2300,,,2016,10/27/2016
199553,2016,9,900,,0,92,920149,32,28,10,,900,,,2016,10/28/2016
199552,2016,12,1210,,0,92,920148,6,28,10,,1210,,,2016,10/28/2016
199549,2016,6,602,"Vil ministeren i anledning af Operation Dagsværk onsdag den 2. november 2016 oplyse, hvad ministeren vil gøre for at sikre, at undervisningstiden i gymnasiet bliver brugt på undervisning og ikke på politiske projekter?",0,92,920145,15,28,10,,602,,,2016,10/28/2016
199554,2016,17,1798,"Vil udenrigsministeren – idet det i aftaleteksten for den historiske udredning af Danmarks krigsdeltagelse fremgår om valget af forskerholdet indstillet af Rektorkollegiet, at »udpegningen skal ske i enighed blandt partierne bag den historiske udredning« – anerkende, at det er et klart aftalebrud fra regeringens og de tre øvrige aftalepartiers side, når udenrigsministeren udtaler til Jyllands-Posten om udpegningen af forskerholdet, at »Alternativet var uenig. I det lys er de øvrige partier gået videre i processen«?",0,92,920150,2,28,10,,1798,,,2016,10/28/2016
199550,2016,6,602,"Mener ministeren, at der i tilstrækkelig grad er fulgt op på tidligere års projekter under Operation Dagsværk, med hensyn til evaluering af projekterne og kontrol med forbruget af de indsamlede midler, og hvordan det er dokumenteret, og hvis ikke, mener ministeren så ikke, at det bør sikres?",0,92,920146,15,28,10,,602,,,2016,10/28/2016
199556,2016,9,900,,0,92,920152,11,1,11,,900,,,2016,11/1/2016
199557,2016,6,600,,0,92,920153,28,1,11,,600,,,2016,11/1/2016
199559,2016,14,1401,"Mener ministeren, at det er fair at sætte en velfungerende fritidsklub, som tilmed løser en social opgave, på gaden, som det er ved at ske for fritidsklubben i »Ballonhangaren« på Islands Brygge?",0,92,920155,18,1,11,,1401,,,2016,11/1/2016
199563,2016,13,1303,"Mener ministeren, at udarbejdelse af konsulentrapporter er i tråd med rammerne for udmøntning af værdighedsmilliarden?",0,92,920159,14,2,11,,1303,,,2016,11/2/2016
199562,2016,13,1303,"Hvilke konsekvenser mener ministeren at det skal have for de kommuner, som foretager rammebesparelser på ældreområdet i budgetåret 2017, i forhold til fremtidig adgang til værdighedsmilliarden?",0,92,920158,14,2,11,,1303,,,2016,11/2/2016
199561,2016,5,504,,0,92,920157,7,2,11,,504,,,2016,11/2/2016
199565,2016,12,1205,,0,92,920161,6,3,11,,1205,,,2016,11/3/2016
199568,2016,12,1208,,0,92,920164,14,3,11,,1208,,,2016,11/3/2016
199572,2016,9,900,"Hvad er ministerens holdning til, at Det Kongelige Teater gennem 7 år har haft en udlænding ansat uden opholdstilladelse?",0,92,920168,32,4,11,,900,,,2016,11/4/2016
199569,2016,6,604,,0,92,920165,28,4,11,,604,,,2016,11/4/2016
199576,2016,16,1608,"Nu hvor ministeren har lukket Irak-kommissionen, vil ministeren så være med til at bruge de penge, der spares ved at lukke Irak-kommissionen på en forbedret veteranpolitik?",0,92,920172,6,4,11,,1608,,,2016,11/4/2016
199577,2016,1,105,,0,92,920173,3,4,11,,105,,,2016,11/4/2016
199575,2016,2,207,"Mener ministeren, at det var den rigtige beslutning, at Langeland Kommunes ansættelseskontrakter for de ansatte og frivillige tilsyneladende indeholdt en klausul med en form for ytringsfrihedsindskrænkning i forhold til forholdene på asylcentrene? ",0,92,920171,32,4,11,,207,,,2016,11/4/2016
199574,2016,6,604,"Hvordan forklarer ministeren, at regeringen har udskudt den vigtige beslutning om placering af den vestdanske politiskole, en beslutning, som regeringen tidligere har lagt vægt på var meget vigtig og påtrængende at få taget?",0,92,920170,6,4,11,,604,,,2016,11/4/2016
199573,2016,10,1002,"Mener ministeren, at det styrker indsatsen mod social dumping at droppe bevillingen til kontrollen med ulovlig cabotagekørsel fra 2018?",0,92,920169,18,4,11,,1002,,,2016,11/4/2016
199579,2016,13,1303,,0,92,920175,3,4,11,,1303,,,2016,11/4/2016
199578,2016,15,1520,Hvem får mest ud af en nedsættelse af beskatningen på aktie- og kapitalindkomst – bankdirektøren eller kassedamen?,0,92,920174,3,4,11,,1520,,,2016,11/4/2016
199584,2016,6,601,,0,92,920180,28,9,11,,601,,,2016,11/9/2016
199589,2016,14,1400,,0,92,920185,4,10,11,,1400,,,2016,11/10/2016
199590,2016,6,602,"Tror ministeren, at det vil forbedre vores uddannelsesniveau og samfundets nytte af kvalificeret arbejdskraft at forhindre studerende i at tage en såkaldt dobbeltuddannelse?",0,92,920186,28,11,11,,602,,,2016,11/11/2016
199601,2016,9,900,"Er det ministerens holdning, at det er i orden at ansætte en udlænding uden opholds- og arbejdstilladelse i en offentlig institution?",0,92,920197,32,11,11,,900,,,2016,11/11/2016
199609,2016,15,1525,"Er ministeren enig i, at det vil være mere fair for forbrugeren, hvis man aktivt og mere tydeligt skal give tilladelse til at modtage reklamemails for at deltage i en konkurrence på nettet, end det er tilfældet i dag?",0,92,920205,12,11,11,,1525,,,2016,11/11/2016
199600,2016,12,1210,,0,92,920196,6,11,11,,1210,,,2016,11/11/2016
199592,2016,15,1523,,0,92,920188,18,11,11,,1523,,,2016,11/11/2016
199596,2016,1,107,,0,92,920192,23,11,11,,107,,,2016,11/11/2016
199594,2016,1,107,,0,92,920190,23,11,11,,107,,,2016,11/11/2016
199593,2016,6,604,"Hvilke initiativer vil ministeren tage for at sikre, at der i fremtiden uddannes tilstrækkelig mange elever fra social- og sundhedsskolerne?",0,92,920189,15,11,11,,604,,,2016,11/11/2016
199604,2016,19,1929,"Når ministeren i TV 2 NEWS den 24. oktober 2016 udtaler, at »Vi ved bare, at det, at man kan bevæge sig frit hen over grænserne, betyder altså meget for f.eks. netop Øresundsregionen, som har udviklet sig meget på vækstfronten«, mener ministeren så, at denne vækst vil forandres, fordi der er indført en grænsekontrol, og hvorfra har ministeren den viden?",0,92,920200,32,11,11,,1929,,,2016,11/11/2016
199603,2016,10,1005,,0,92,920199,18,11,11,,1005,,,2016,11/11/2016
199606,2016,6,607,"Hvad er ministerens holdning til den EU-dom, der blev afsagt den 10. november 2016, og som slår fast, at der bør gælde samme regler for almindelige bøger og e-bøger, for så vidt angår muligheden for udlån?",1,92,920202,21,11,11,,607,,,2016,11/11/2016
199607,2016,19,1929,,0,92,920203,6,11,11,,1929,,,2016,11/11/2016
199597,2016,6,601,"Finder ministeren det rimeligt at opretholde universitetslovens § 30 om bygningsselveje, når der ikke er en reel mulighed for, at universiteterne kan få selveje?",0,92,920193,28,11,11,,601,,,2016,11/11/2016
199595,2016,6,600,"Mener ministeren, at der er en fornuftig sammenhæng mellem det politiske mål om, at 95 pct. af en ungdomsårgang får en ungdomsuddannelse, og den omstændighed, at dimensioneringen til den pædagogiske assistentuddannelse i fremtiden er sat ned til 700 elever om året på landsplan?",0,92,920191,15,11,11,,600,,,2016,11/11/2016
199591,2016,6,600,"Mener ministeren, at det er ansvarligt at fortsætte milliardnedskæringerne på uddannelse i det kommende år og årene efter?",0,92,920187,28,11,11,,600,,,2016,11/11/2016
199599,2016,3,331,,0,92,920195,14,11,11,,337,,,2016,11/11/2016
199602,2016,20,2007,,0,92,920198,6,11,11,,2007,,,2016,11/11/2016
199605,2016,19,1929,"Finder ministeren det hensigtsmæssigt, at man i praksis kan passere Danmarks grænser, blot man undgår asfaltvejene, som beskrevet i artiklen »Grænsen hullet som en si«i BT den 26. oktober 2016?",0,92,920201,32,11,11,,1929,,,2016,11/11/2016
199608,2016,15,1525,,0,92,920204,12,11,11,,1525,,,2016,11/11/2016
199598,2016,6,604,,0,92,920194,28,11,11,,604,,,2016,11/11/2016
199617,2016,14,1406,"Vil ministeren oplyse status for regeringens arbejde med sagen om flytbare studieboliger, og hvor langt er ministeren kommet i forhold til at imødekomme et bredt politisk ønske om samt en række private aktørers ønske om at forlænge begrebet midlertidighed i forhold til studieboliger fra 3 til 10 år?",0,92,920213,12,16,11,,1406,,,2016,11/16/2016
199615,2016,12,1201,,0,92,920211,6,16,11,,1201,,,2016,11/16/2016
199616,2016,12,1205,"Finder ministeren det betænkeligt i forhold til de ansattes forhold på Center Sandholms afdeling for unge, som huser op til 30 drenge, der angiveligt skulle være under 18 år, når Fængselsforbundets formand, Kim Østerbye, vil fraråde sine medlemmer at søge ansættelse på den nævnte afdeling, der med hans erfaring er at sammenligne med en bandeafdeling i et fængsel, og det på trods af at hans medlemmer er uddannet til at arbejde med meget konfliktsøgende indsatte samt har rammerne hertil?",0,92,920212,32,16,11,,1205,,,2016,11/16/2016
199618,2016,10,1002,"Vil ministeren redegøre for, hvilke tiltag der skal gennemføres, for at en østforbindelse, der forbinder rute 16 med rute 507, over Randers Fjord kan vedtages?",0,92,920214,18,17,11,,1002,,,2016,11/17/2016
199619,2016,10,1002,"Hvad påtænker ministeren at gøre, for at vintervedligeholdelsen af statsvejene bliver forbedret, således at fremkommeligheden er tilfredsstillende for trafikanterne?",0,92,920215,18,17,11,,1002,,,2016,11/17/2016
199620,2016,6,601,,0,92,920216,28,17,11,,601,,,2016,11/17/2016
199623,2016,5,506,,0,92,920219,15,17,11,,506,,,2016,11/17/2016
199634,2016,3,325,,0,92,920230,14,18,11,,325,,,2016,11/18/2016
199639,2016,8,898,"Mener ministeren, at regeringens EUDP-bevilling for 2017 lever op til ministerens tidligere udtalelser om, at EUDP-midlerne over de kommende år skal øges i et »fornuftigt tempo, så vi når målet i 2020«?",1,92,920235,19,18,11,,898,,,2016,11/18/2016
199642,2016,9,900,"Finder ministeren det underligt, når forholdene er, som de er, på forskellige asylcentre, at medarbejderne har lyst til at gøre opmærksom på problemerne, men at de mere eller mindre får mundkurv på af ledelsen? ",0,92,920238,32,18,11,,900,,,2016,11/18/2016
199643,2016,9,900,"Påtænker ministeren, at borgere, der kommer til Danmark som nomader – det kunne f.eks. være fra lande som Kuwait – bliver strakshjemsendt, eller mener ministeren, at disse sager skal igennem en langvarig asylbehandling?",0,92,920239,32,18,11,,900,,,2016,11/18/2016
199636,2016,7,704,"Mener ministeren, at det er fornuftigt at fjerne Tænk Kemis bevilling i lyset af at Nordisk Råd har nomineret Tænk Kemis »Kemiluppen« til Nordisk Råds miljøpris, og i lyset af at et flertal i Folketinget bestående af Alternativet, Enhedslisten, SF, Socialdemokratiet, Radikale Venstre, DF og Konservative alle har udtalt sig positivt om en videreførsel af Tænk Kemis indsats, herunder »Kemiluppen«? ",0,92,920232,9,18,11,,704,,,2016,11/18/2016
199627,2016,12,1210,"Hvad er ministerens holdning til, at vi i dag har en strafferamme vedrørende overtrædelse af arbejdsmiljølovgivningen, der siger, at dødsulykker på arbejdet kan straffes med fængsel indtil 2 år, men at der aldrig er idømt fængselsstraf i en sådan sag?",0,92,920223,4,18,11,,1210,,,2016,11/18/2016
199638,2016,3,331,,0,92,920234,9,18,11,,331,,,2016,11/18/2016
199626,2016,9,900,,0,92,920222,32,18,11,,900,,,2016,11/18/2016
199630,2016,23,2300,,0,92,920226,21,18,11,,2300,,,2016,11/18/2016
199628,2016,5,501,,0,92,920224,4,18,11,,501,,,2016,11/18/2016
199631,2016,6,601,"Hvordan mener ministeren at professionshøjskolerne konkret kan finde 1,2 mia. kr. frem til 2020 gennem »betydelige gevinster på administration og bygninger«, som ministeren har nævnt, uden det går ud over kvaliteten og helt nødvendige jobrettede uddannelser i hele Danmark?",0,92,920227,28,18,11,,601,,,2016,11/18/2016
199633,2016,14,1405,,0,92,920229,23,18,11,,1405,,,2016,11/18/2016
199625,2016,9,900,"Er det regeringens politik, at Danmark fremadrettet har brug for øget arbejdskraftsindvandring fra Afrika, sådan som udenrigsministeren for nylig har givet udtryk for i Kristeligt Dagblad, og mener ministeren, at eventuelt øget indvandring fra Afrika vil gøre Danmark rigere?",0,92,920221,32,18,11,,900,,,2016,11/18/2016
199646,2016,2,207,"Finder ministeren det hensigtsmæssigt, at regionerne i stigende grad opretter religionsneutrale bederum på hospitalerne?",0,92,920242,11,18,11,,207,,,2016,11/18/2016
199644,2016,10,1005,,0,92,920240,18,18,11,,1005,,,2016,11/18/2016
199629,2016,23,2300,,0,92,920225,21,18,11,,2300,,,2016,11/18/2016
199645,2016,3,322,,0,92,920241,28,18,11,,322,,,2016,11/18/2016
199632,2016,7,798,"Hvorfor skærer regeringen ned på energi- og miljøteknologisk forskning, når det dokumenteret skaber vækst i Danmark og konsekvensen er, at Danmark rasler ned på listen over landenes klimaindsats?",0,92,920228,28,18,11,,798,,,2016,11/18/2016
199637,2016,7,704,"Hvordan mener ministeren at det hænger sammen, at ministeren på samrådet om Forbrugerrådet Tænk Kemi udtalte, at »der er heller ikke tale om, at der sker en nedprioritering af kemiområdet. På ingen måde«, når nu det fremgår af et svar til Folketinget, at bevillingerne til kemiindsatsen falder i perioden fra 2015 til 2017, også når man indregner regeringens kemipakke?",0,92,920233,9,18,11,,704,,,2016,11/18/2016
199658,2016,3,300,,0,92,920254,4,23,11,,300,,,2016,11/23/2016
199657,2016,10,1002,,0,92,920253,18,23,11,,1002,,,2016,11/23/2016
199656,2016,10,1002,,0,92,920252,18,23,11,,1002,,,2016,11/23/2016
199659,2016,5,501,Hvad agter ministeren at gøre for at nedbringe sygefraværet for faggruppen inden for sundhed?,0,92,920255,4,23,11,,501,,,2016,11/23/2016
199666,2016,13,1302,"Er ministeren enig med Liberal Alliances formand, Anders Samuelsen, i, at kontanthjælpen for voksne (personer over 30 år) skal sænkes til SU-niveau (kontant- og uddannelseshjælp for unge), og agter regeringen at fremsætte et forslag herom?",0,92,920262,4,24,11,,1302,,,2016,11/24/2016
199669,2016,10,1099,,0,92,920265,6,24,11,,1099,,,2016,11/24/2016
199663,2016,9,900,"Hvad vil ministeren gøre for at undgå islamisering i uddannelsesinstitutionerne under ministerens område – og dermed hjælpe med til, at Danmark forbliver et kristent land også på langt sigt?",0,92,920259,28,24,11,,900,,,2016,11/24/2016
199667,2016,18,1806,,0,92,920263,4,24,11,,1806,,,2016,11/24/2016
199661,2016,9,900,"Mener ministeren, at det bør få ansættelsesmæssige konsekvenser – og hvad vil ministeren i så fald gøre for at sikre sig, at det sker – hvis en ansat i politiet nægter at give hånd til personer af det modsatte køn under udførelsen af sit hverv, som det f.eks. er tilfældet med en kvindelig muslim ansat ved Fyns Politi?",0,92,920257,6,24,11,,900,,,2016,11/24/2016
199668,2016,6,602,,0,92,920264,15,24,11,,602,,,2016,11/24/2016
199662,2016,2,207,Hvad vil ministeren gøre for at undgå religiøs chikane på uddannelsesinstitutioner i forbindelse med brug af såkaldte refleksionsrum og bederum – sådan som det angiveligt er sket på UCC Carlsberg?,0,92,920258,28,24,11,,207,,,2016,11/24/2016
199675,2016,3,300,,0,92,920271,14,25,11,,300,,,2016,11/25/2016
199683,2016,20,2009,"Mener ministeren, at det er rimeligt, at det offentlige, herunder SKAT, bruger milliarder af skattekroner på it-leverandører, der bruger skattefinter og skattely, og vil ministeren i den forbindelse bruge den kommende skattelyliste fra EU til at undgå offentligt samarbejde med skattelyvirksomheder?",0,92,920279,23,25,11,,2009,,,2016,11/25/2016
199684,2016,3,322,"Når hele 15 ud af 25 udsatte boligområder (ghettoer), herunder i Tingbjerg i København, akut mangler praktiserende læger, hvordan vil ministeren så gøre det mere attraktivt for praktiserende læger at søge til f.eks. Tingbjerg?",0,92,920280,14,25,11,,322,,,2016,11/25/2016
199677,2016,10,1002,Hvad er ministerens holdning til at indføre et obligatorisk orienteringsstop i lyskryds for lastbiler for at undgå f.eks. højresvingsulykker?,0,92,920273,18,25,11,,1002,,,2016,11/25/2016
199674,2016,1,107,"Er ministeren enig med Liberal Alliances formand, Anders Samuelsen, i, at selskabsskatten skal sænkes til 12,5 pct., og agter regeringen at fremsætte et forslag herom?",0,92,920270,23,25,11,,107,,,2016,11/25/2016
199679,2016,13,1300,"Er ministeren enig med Liberal Alliances formand, Anders Samuelsen, i, at efterlønnen skal afskaffes, og at pensionsalderen skal hæves med 1 år (fra 67 år til 68 år), og agter regeringen at fremsætte et forslag herom?",0,92,920275,3,25,11,,1300,,,2016,11/25/2016
199685,2016,17,1798,"Er ministeren enig med Liberal Alliances formand, Anders Samuelsen, i, at bevillingen til fri forskning skal øges med 800 mio. kr., og agter regeringen at fremsætte et forslag herom?",0,92,920281,28,25,11,,1798,,,2016,11/25/2016
199676,2016,10,1000,"Har ministeren fortsat tillid til Havarikommissionens fremtidige anbefalinger efter den sidste uges uroligheder, hvor Berlingske bl.a. har afsløret, at havariinspektørernes anbefalinger flere gange er blevet fjernet af ledelsen, hvilket kan skade tog- og flysikkerheden?",0,92,920272,18,25,11,,1000,,,2016,11/25/2016
199672,2016,16,1608,"Er ministeren enig med Liberal Alliances formand, Anders Samuelsen, i, at værnepligten skal afskaffes, og agter regeringen at fremsætte et forslag herom?",0,92,920268,8,25,11,,1608,,,2016,11/25/2016
199681,2016,12,1210,Hvilke initiativer agter regeringen at iværksætte for at begrænse det tiltagende antal påsatte bilbrande?,0,92,920277,6,25,11,,1210,,,2016,11/25/2016
199686,2016,7,700,"Mener ministeren, at han og hans ministerium i forbindelse med udflytningen af Natur- og Miljøklagenævnet har gjort nok for at sikre, at udflytningen ikke ville føre til længere sagsbehandlingstider?",0,92,920282,9,25,11,,700,,,2016,11/25/2016
199673,2016,20,2002,"Er ministeren enig med Liberal Alliances formand, Anders Samuelsen, i, at der skal gennemføres en produktivitetsforbedring i den offentlige sektor på 10 pct. (1,5 pct. om året i 7 år i stat, regioner og kommuner), og agter regeringen at fremsætte et forslag herom?",0,92,920269,41,25,11,,2002,,,2016,11/25/2016
199680,2016,3,322,,0,92,920276,14,25,11,,322,,,2016,11/25/2016
199682,2016,14,1400,"Hvad er regeringens holdning til kunstcirkulæret af 2004, og agter regeringen at ændre dette?",0,92,920278,18,25,11,,1400,,,2016,11/25/2016
199678,2016,17,1798,"Er ministeren enig med Liberal Alliances formand, Anders Samuelsen, i, at bevillingen til fri forskning skal øges med 800 mio. kr., og agter regeringen at fremsætte et forslag herom?",0,92,920274,28,25,11,,1798,,,2016,11/25/2016
199689,2016,9,900,"Har ministeren til hensigt at overveje, om Kuwait kan tilføjes listen over sikre oprindelseslande?",0,92,920285,32,28,11,,900,,,2016,11/28/2016
199688,2016,12,1201,,0,92,920284,6,28,11,,1201,,,2016,11/28/2016
199692,2016,12,1207,"Hvad er ministerens holdning til den nye rapport fra Børnerådet, der slår fast, at en stor del børn fortsat er udsat for psykisk og fysisk vold, og mener ministeren, at Danmark lever op til børnekonventionens artikel 19?",0,92,920288,5,29,11,,1207,,,2016,11/29/2016
199691,2016,12,1202,"Hvilke initiativer vil ministeren tage for at sætte en stopper for de mange banderelaterede skudepisoder, der på det seneste er eskaleret i og omkring hovedstaden?",0,92,920287,6,29,11,,1202,,,2016,11/29/2016
199700,2016,16,1610,"Mener ministeren, at det er rimeligt og i tråd med internationale retningslinjer, hvis Forsvaret køber våben fra en virksomhed som israelske Elbit, der flere gange er sat i forbindelse med krænkelser af menneskerettighederne, og bør Forsvaret ikke sikre sig, at potentielle leverandører overholder menneskerettighederne? ",0,92,920296,8,30,11,,1610,,,2016,11/30/2016
199712,2016,10,1002,,0,92,920308,18,1,12,,1002,,,2016,12/1/2016
199717,2016,15,1520,"Er ministeren enig med sin partikollega fra Liberal Alliance, Joachim B. Olsen, i, at Ryanairs forretningsmodel – herunder arbejdsvilkår – er et udtryk for sund konkurrence?",0,92,920313,18,1,12,,1520,,,2016,12/1/2016
199721,2016,5,502,"Er ministeren enig i, at når der i lov om en aktiv beskæftigelsesindsats står, at en jobansøgning skal underskrives af en medarbejderrepræsentant, så er der tale om en af medarbejderne valgt person som f.eks. en tillidsrepræsentant, og mener ministeren i den forbindelse, at det er rimeligt, at virksomhederne stiller som forudsætning, at de kan få et tilskud for at få et løntilskudsjob?",0,92,920317,4,1,12,,502,,,2016,12/1/2016
199706,2016,10,1002,"Hvordan vil ministeren løse kapacitetsproblemerne i og omkring Limfjordstunnelen, og er ministeren enig med de nordjyske kommuner og regionen samt arbejdsmarkedets parter i, at en ny vestlig tredje Limfjordsforbindelse er den bedste fremtidige løsning?",0,92,920302,18,1,12,,1002,,,2016,12/1/2016
199718,2016,13,1300,,0,92,920314,5,1,12,,1300,,,2016,12/1/2016
199708,2016,6,602,,0,92,920304,15,1,12,,602,,,2016,12/1/2016
199720,2016,6,602,"Mener ministeren stadig, at det er en dårlig idé med mere bevægelse og nye aktiviteter i skolen, og at der ikke er noget bevis for, at det kan være godt for børnenes læring?",0,92,920316,15,1,12,,602,,,2016,12/1/2016
199707,2016,6,602,,0,92,920303,15,1,12,,602,,,2016,12/1/2016
199716,2016,10,1002,"Hvad er ministerens holdning til, at lastvognsbranchen er hårdt ramt af social dumping, hvor særlig østeuropæiske chauffører kører til meget lave lønninger, nedprioriterer sikkerheden og bryder cabotagereglerne?",0,92,920312,18,1,12,,1002,,,2016,12/1/2016
199705,2016,6,604,,0,92,920301,15,1,12,,604,,,2016,12/1/2016
199711,2016,10,1002,"Mener ministeren i lighed med sin forgænger, at nødsporet på den fynske motorvej mellem Nr. Aaby og Odense Vest i 2017 bør tages i brug som en midlertidig løsning, indtil der etableres et tredje spor som svar på de trafikale udfordringer i det område?",0,92,920307,18,1,12,,1002,,,2016,12/1/2016
199752,2016,2,208,,0,92,920348,6,2,12,,208,,,2016,12/2/2016
199747,2016,3,333,"Er ministeren tilfreds med, at psykiatrien ikke er nævnt med et eneste ord i regeringsgrundlaget, og hvilke ambitioner har ministeren for at løfte området?",0,92,920343,14,2,12,,333,,,2016,12/2/2016
199733,2016,5,599,"Når ministeren tidligere har udtalt, at man skal se ned på arbejdsløse nassere, gælder dette så også arbejdsløse i de faggrupper, som arbejder inden for ministerens ressortområde?",0,92,920329,18,2,12,,599,,,2016,12/2/2016
199735,2016,5,502,,0,92,920331,4,2,12,,502,,,2016,12/2/2016
199739,2016,7,705,"Hvad er ministerens kommentar til, at jeres nye regeringspartner Liberal Alliances folketingsmedlem Joachim B. Olsen har udtalt om klimaforandringerne, at de »medfører i øvrigt også en lang række positive fænomener«, herunder at »Den nordlige halvkugle bliver grønnere, nye sejlruter åbner op og færre mennesker dør af kulde«?",0,92,920335,19,2,12,,705,,,2016,12/2/2016
199736,2016,7,703,"Hvad er ministerens holdning til, at flere affaldsselskaber har aflyst eller udskudt investeringer i nye affaldssystemer, der skulle fremme genanvendelse, med henvisning til, at regeringen har skabt usikkerhed om den fremtidige regulering af affaldsområdet? ",0,92,920332,19,2,12,,703,,,2016,12/2/2016
199731,2016,14,1499,,0,92,920327,18,2,12,,1499,,,2016,12/2/2016
199759,2016,20,2012,,0,92,920355,13,2,12,,2012,,,2016,12/2/2016
199724,2016,13,1303,,0,92,920320,4,2,12,,1303,,,2016,12/2/2016
199729,2016,12,1205,,0,92,920325,6,2,12,,1205,,,2016,12/2/2016
199745,2016,14,1406,"Mener ministeren fortsat, at almene boligselskaber skal kunne opkræve en markedsbestemt husleje, som det fremgår af Liberal Alliances boligudspil fra 2012?",0,92,920341,18,2,12,,1406,,,2016,12/2/2016
199722,2016,14,1499,,0,92,920318,18,2,12,,1499,,,2016,12/2/2016
199754,2016,8,803,,0,92,920350,3,2,12,,803,,,2016,12/2/2016
199732,2016,6,602,,0,92,920328,15,2,12,,602,,,2016,12/2/2016
199758,2016,1,107,"Kan ministeren se et problem i, at der er partier, der modtager støtte fra Mærsk, når disse partier samtidig indgår i et forlig, der regulerer skatteforhold for den selv samme virksomhed?",0,92,920354,3,2,12,,107,,,2016,12/2/2016
199730,2016,12,1201,,0,92,920326,6,2,12,,1201,,,2016,12/2/2016
199755,2016,15,1599,,0,92,920351,3,2,12,,1599,,,2016,12/2/2016
199753,2016,20,2011,"Mener ministeren, at det er en forudsætning for god regeringsførelse, at ministerierne til enhver tid skal fremsende retvisende oplysninger til bl.a. Folketinget og Europa-Kommissionen i forbindelse med forhandlinger om gennemførelse af lovgivning?",1,92,920349,6,2,12,,2011,,,2016,12/2/2016
199764,2016,19,1910,,1,92,920360,2,2,12,,1910,,,2016,12/2/2016
199740,2016,7,705,,0,92,920336,18,2,12,,705,,,2016,12/2/2016
199748,2016,10,1002,"Vil ministeren bekræfte sin forgængers løfte til de mange naboer, der i flere år har måttet vente på afklaring af linjeføring af motorvejen på rute 54 Rønnede-Næstved, om, at han vil invitere forligskredsen til at træffe en beslutning om linjeføring til foråret, som det fremgår af Sjællandske den 20. august 2016?",0,92,920344,18,2,12,,1002,,,2016,12/2/2016
199756,2016,20,2002,,0,92,920352,13,2,12,,2002,,,2016,12/2/2016
199763,2016,19,1921,"Mener ministeren, at EU-taskforcen East Stratcom udfører et værdifuldt arbejde med at imødegå russisk misinformation?",1,92,920359,2,2,12,,1908,,,2016,12/2/2016
199749,2016,13,1303,,0,92,920345,40,2,12,,1303,,,2016,12/2/2016
199757,2016,1,105,"Når regeringen i regeringsgrundlaget lægger op til en realvækst i det offentlige forbrug på 0,3 pct. om året, hvilket ifølge beregninger fra Arbejderbevægelsens Erhvervsråd vil betyde en reduktion i antallet af offentligt ansatte på 14.000, vil ministeren så bekræfte, at regeringens mål om en realvækst på 0,3 pct. i det offentlige forbrug vil betyde 14.000 færre offentligt ansatte?",0,92,920353,3,2,12,,105,,,2016,12/2/2016
199734,2016,8,800,Hvad kan ministeren oplyse om arbejdet med afgiftsanalysen?,0,92,920330,19,2,12,,800,,,2016,12/2/2016
199737,2016,7,703,,0,92,920333,19,2,12,,703,,,2016,12/2/2016
199723,2016,21,2105,,0,92,920319,6,2,12,,2105,,,2016,12/2/2016
199727,2016,6,602,"Er det fortsat udtryk for ministerens syn på pædagogernes rolle i folkeskolen, at det vil »føre til et enormt kvalitetstab«, som ministeren tidligere har udtalt?",0,92,920323,15,2,12,,602,,,2016,12/2/2016
